NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
ROCKINGHAM MEMORIAL HOSPITAL,235 CANTRELL AVENUE,HARRISONBURG,VA,22801,GENERAL ACUTE CARE,38.4398951910001,-78.871306069,www.rmhonline.com,53,270,0.10445668525808800,0,78.184.148.150,187,167,0.3087811053670410,No
OUR CHILDREN'S HOUSE AT BAYLOR,3301 SWISS AVENUE,DALLAS,TX,75204,CHILDREN,32.7915261310001,-96.7834721789999,http://www.baylorhealth.com/physicianslocations/och/pages/default.aspx,125,54,0.3003388784383830,0,62.183.179.169,32,12,23.58766943921920,Yes
LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,LAYTON,UT,84041,GENERAL ACUTE CARE,41.0518515210001,-111.968839247,NOT AVAILABLE,145,43,0.4206555823927180,0,134.174.156.51,146,126,0.40669337446670400,No
THE HOSPITALS OF PROVIDENCE NORTHEAST CAMPUS,11274 MCCOMBS STREET,EL PASO,TX,79934,SPECIAL,31.9377937850001,-106.406690758,NOT AVAILABLE,64,8,0.9829279216743570,1,9.201.162.136,90,70,1.043708858796360,Yes
NORTHERN UTAH REHABILITATION HOSPITAL,5825 HARRISON BOULEVARD,SOUTH OGDEN,UT,84403,REHABILITATION,41.157299148,-111.941258708,NOT AVAILABLE,98,40,0.716544933283437,0,6.118.37.228,91,71,0.747084210343365,No
ST MARYS HOSPITAL,111 SPRING STREET,STREATOR,IL,61364,GENERAL ACUTE CARE,41.11359098,-88.8345822369999,http://www.stmaryshospital.org,126,98,0.19927146736202000,0,104.127.104.101,47,27,8.568771536150150,Yes
GRAYS HARBOR COMMUNITY HOSPITAL - EAST,1006 N H STREET,ABERDEEN,WA,98520,GENERAL ACUTE CARE,46.981262401,-123.820558586,www.ghchwa.org,104,-999,0.6849954443701240,1,218.32.152.116,73,53,-17.65091630415880,No
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,13600 HORIZON BOULEVARD,HORIZON CITY,TX,79928,SPECIAL,31.681176614,-106.208422185,NOT AVAILABLE,109,8,0.9370536181639140,1,182.17.69.22,134,114,1.0020755933232600,Yes
TRUSTED MEDICAL CENTERS MANSFIELD,1710 HWY 287 N SUITE 300,MANSFIELD,TX,76063,SPECIAL,32.590341403,-97.139923079,NOT AVAILABLE,49,10,0.39345669607928400,0,209.61.142.136,26,6,7.002283903595200,Yes
LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,GENERAL ACUTE CARE,45.3784323780001,-122.740779264,www.legacyhealth.org,135,130,0.6032378113051320,1,214.220.199.12,96,76,2.3208363571761100,Yes
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,GENERAL ACUTE CARE,45.356233794,-122.58710766,http://oregon.providence.org/patients/facilities/providence-willamette-falls-medical-center/pages/default.aspx,63,89,0.7670575101171240,1,126.59.58.51,123,103,1.14778551818421,Yes
PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,GENERAL ACUTE CARE,45.510673873,-122.771760079,http://www.providence.org/portland/hospitals,74,528,0.9279056372998270,0,123.190.46.136,193,173,1.1166976480795600,Yes
TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,GENERAL ACUTE CARE,45.5194891790001,-122.978185646,www.tuality.org,101,215,0.9803577131295700,1,234.82.151.162,17,-3,1207.3790677454500,Yes
EAST ADAMS RURAL HOSPITAL,903 S ADAMS ST,RITZVILLE,WA,99169,CRITICAL ACCESS,47.121218824,-118.371886557,http://www.earh.com,86,8,0.24758396478395400,0,212.198.178.214,91,71,0.1920324108783880,No
GROUP HEALTH EASTSIDE HOSPITAL,2700 152ND NE,REDMOND,WA,98052,GENERAL ACUTE CARE,47.6342947100001,-122.135402953,www.ghc.org/,150,-999,0.4931032595486820,1,37.101.119.95,51,31,-77.21910914025690,No
LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,GENERAL ACUTE CARE,45.530259013,-122.697491294,www.legacyhealth.org,99,248,0.003601444985102730,1,219.110.183.120,31,11,101.95634617703800,Yes
PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,GENERAL ACUTE CARE,45.5275335530001,-122.613506236,http://oregon.providence.org/patients/facilities/providence-portland-medical-center/pages/default.aspx,122,400,0.10020077455937000,1,92.181.195.4,13,-7,498.5092840607490,Yes
SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,3101 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,CHILDREN,45.500789927,-122.684409096,www.shrinershospitalsforchildren.org  www.shrinershospitalsforchildren.org,145,-999,0.7141619516659970,1,184.177.21.250,183,163,-1.8689343051335400,No
ST. MARY'S HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,CRITICAL ACCESS,46.050380155,-116.353299539,www.smh-cvhc.org,69,25,0.7610966091438740,1,212.54.245.73,18,-2,216.50554830457200,Yes
LEGACY SILVERTON HOSPITAL,342 FAIRVIEW STREET,SILVERTON,OR,97381,GENERAL ACUTE CARE,45.0046659180001,-122.790073102,silvertonhealth.org,133,48,0.9499272594741690,1,186.208.27.173,23,3,355.6416302964040,Yes
WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,CRITICAL ACCESS,44.24872401,-116.962441257,www.weisermemorialhospital.org,145,25,0.4526125791764390,0,67.58.25.15,194,174,0.286172189971361,No
SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,OR,97355,GENERAL ACUTE CARE,44.5513269570001,-122.906964077,www.samhealth.org,100,25,0.21471416895513300,1,252.40.109.105,84,64,0.9125328657275670,No
SISTERS OF CHARITY HOSPITAL,2157 MAIN ST,BUFFALO,NY,14214,GENERAL ACUTE CARE,42.928436892,-78.8484586449999,http://www.chsbuffalo.org/facilities/hospitals/ssjc,107,290,0.013374724943937400,0,90.4.28.31,133,113,1.2217394417264100,Yes
BERTRAND CHAFFEE HOSPITAL,224 E MAIN ST,SPRINGVILLE,NY,14141,GENERAL ACUTE CARE,42.5089639890001,-78.6585669,http://bertrandchaffee.com/,103,24,0.7846517976934560,1,200.7.150.18,39,19,4.316148613528170,Yes
SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,2605 HARLEM RD,CHEEKTOWAGA,NY,14225,GENERAL ACUTE CARE,42.9143043600001,-78.7824015429999,http://www.chsbuffalo.org/facilities/hospitals/stjosephcampus,149,123,0.7543420909403340,1,82.211.37.48,53,33,9.291771596434360,Yes
THE UNIVERSITY OF VERMONT HEALTH NETWORK ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK ST,ELIZABETHTOWN,NY,12932,CRITICAL ACCESS,44.215377001,-73.5955246459999,http://www.ech.org,58,25,0.8326427360611710,0,9.104.207.36,130,110,0.4762387234024860,No
NATHAN LITTAUER HOSPITAL,99 E STATE ST,GLOVERSVILLE,NY,12078,GENERAL ACUTE CARE,43.0715861050001,-74.331921727,http://www.nlh.org,146,74,0.04040718149141170,0,222.164.160.18,73,53,1.9433078983284800,Yes
THE UNIVERSITY OF VERMONT HEALTH NETWORK ALICE HYDE MEDICAL CENTER,115 PARK STREET,MALONE,NY,12953,GENERAL ACUTE CARE,44.856735149,-74.291292477,http://www.alicehyde.com,97,76,0.8278458961058150,0,108.151.172.31,185,165,0.5493132143522650,No
UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,16 BANK ST,BATAVIA,NY,14020,GENERAL ACUTE CARE,42.9986500750001,-78.181112878,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,133,20,0.791017149712109,0,149.130.153.31,76,56,0.8196157177131970,No
SAMARITAN MEDICAL CENTER,830 WASHINGTON ST,WATERTOWN,NY,13601,GENERAL ACUTE CARE,43.9650434820001,-75.914557899,http://www.samaritanhealth.com/,46,294,0.718406154431274,1,6.162.107.113,168,148,1.1679138149804300,Yes
LEWIS COUNTY GENERAL HOSPITAL,7785 N STATE ST,LOWVILLE,NY,13367,CRITICAL ACCESS,43.7957902050001,-75.4991180649999,http://www.lcgh.net,48,31,0.916123135233148,0,117.50.254.213,166,146,0.4929649265957450,No
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,ROCHESTER,NY,14621,GENERAL ACUTE CARE,43.192241133,-77.586814488,http://www.rochestergeneral.org,51,528,0.8543943726884850,0,37.203.148.211,190,170,0.8930795392854190,No
MONROE COMMUNITY HOSPITAL,435 E HENRIETTA RD,ROCHESTER,NY,14620,LONG TERM CARE,43.1129976760001,-77.6179916679999,http://www.monroehosp.org/,69,39,0.008839747565957180,0,126.1.113.76,29,9,16.61553098489410,Yes
SYOSSET HOSPITAL,221 JERICHO TPKE,SYOSSET,NY,11791,GENERAL ACUTE CARE,40.810874287,-73.508666051,http://www.northshorelij.com/hospitals/location/syosset-hospital,77,103,0.6337872140027810,1,238.35.2.70,194,174,0.9478719396741350,No
PLAINVIEW HOSPITAL,888 OLD COUNTRY RD,PLAINVIEW,NY,11803,GENERAL ACUTE CARE,40.7749542290001,-73.4785347069999,http://www.northshorelij.com/hospitals/location/plainview-hospital,90,219,0.5893600801345420,1,117.41.124.241,151,131,1.3689472739114500,Yes
EASTERN NIAGARA HOSPITAL,521 EAST AVE,LOCKPORT,NY,14094,GENERAL ACUTE CARE,43.177371077,-78.671144281,http://www.enhs.org,68,140,0.7243293008835510,1,54.76.223.17,177,157,1.055275932846740,Yes
NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 10TH ST,NIAGARA FALLS,NY,14301,GENERAL ACUTE CARE,43.0939208230001,-79.049710131,http://www.nfmmc.org,140,171,0.06240352984866700,0,241.182.163.102,35,15,53.231201764924300,Yes
DEGRAFF MEMORIAL HOSPITAL,445 TREMONT ST,NORTH TONAWANDA,NY,14120,GENERAL ACUTE CARE,43.0254180090001,-78.86234244,http://www.kaleidahealth.org/degraff/,82,66,0.6792262203594800,1,33.130.17.139,121,101,1.1048812211492500,Yes
MOUNT ST. MARY'S HOSPITAL,5300 MILITARY RD,LEWISTON,NY,14092,GENERAL ACUTE CARE,43.1541840190001,-79.0324307239999,http://www.chsbuffalo.org/facilities/hospitals/mountstmaryshospital,128,175,0.9597875069139670,0,148.165.53.2,104,84,2.067195340758570,Yes
FAXTON-ST. LUKE'S HEALTHCARE - FAXTON CAMPUS,1676 SUNSET AVE,UTICA,NY,13502,REHABILITATION,43.091009721,-75.258117125,http://faxtonstlukes.com/,51,24,0.4991117310805000,1,177.151.176.31,113,93,0.8203154909304690,No
FAXTON-ST. LUKE'S HEALTHCARE - ST. LUKE'S CAMPUS,1656 CHAMPLIN AVE,UTICA,NY,13413,GENERAL ACUTE CARE,43.096733423,-75.2758937689999,http://faxtonstlukes.com/,61,370,0.408714130954161,1,20.79.121.222,160,140,1.2801223715995300,Yes
CLIFTON SPRINGS HOSPITAL,2 COULTER RD,CLIFTON SPRINGS,NY,14432,GENERAL ACUTE CARE,42.959700836,-77.136515747,http://www.cliftonspringshospital.org,108,154,0.147473956154054,1,131.38.168.161,164,144,0.9747786447436940,No
OSWEGO HOSPITAL,110 W 6TH ST,OSWEGO,NY,13126,GENERAL ACUTE CARE,43.4540165710001,-76.51637765,http://www.oswegohealth.org,134,126,0.41651418673472000,0,91.39.29.238,114,94,1.1636667810088300,Yes
AURELIA OSBORN FOX MEMORIAL HOSPITAL,1 NORTON AVE,ONEONTA,NY,13820,GENERAL ACUTE CARE,42.4577933240001,-75.052153475,http://www.bassett.org/medical/locations/hospitals/ao-fox-hospital/,53,60,0.28901538252428800,0,70.201.61.55,66,46,0.8959254606383260,No
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALBUQUERQUE,7000 JEFFERSON STREET NORTHEAST,ALBUQUERQUE,NM,87109,REHABILITATION,35.160351259,-106.592267346,http://www.healthsouthnewmexico.com,110,87,0.19313824509254600,1,193.199.145.249,174,154,0.7983316457373680,No
HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HARVESTRAW,NY,10993,REHABILITATION,41.2143072320001,-73.988344716,http://www.helenhayeshospital.org,84,130,0.6259789673730310,0,9.129.205.189,183,163,0.5184921371548430,No
GOOD SAMARITAN HOSPITAL - SUFFERN,255 LAFAYETTE AVE,SUFFERN,NY,10901,GENERAL ACUTE CARE,41.111595777,-74.134811424,http://charity.bonsecours.com/find-a-facility-good-samaritan-hospital.html,144,286,0.2642159209305700,0,220.230.135.238,188,168,0.8616997971999790,No
AVERA BEHAVIORAL HEALTH CENTER,4400 WEST 69TH STREET,SIOUX FALLS,SD,57108,PSYCHIATRIC,43.4909402390001,-96.781759225,http://www.avera.org/behavioral-health-center/,113,54,0.7060688109363680,1,48.168.38.238,25,5,122.8930344054680,Yes
LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,3909 SOUTH WILSON ROAD,RADCLIFF,KY,40160,PSYCHIATRIC,37.787923683,-85.9147806349999,http://www.lincolnbehavioral.com,89,140,0.5655864293129390,0,63.136.125.193,17,-3,692.5050154368790,Yes
MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DR,MASSENA,NY,13613,GENERAL ACUTE CARE,44.93623403,-74.908740086,http://www.massenahospital.org,85,50,0.6345650886515480,0,190.120.57.92,136,116,0.4752046608537170,No
ELLIS HEALTH CENTER,600 MCCLELLAN ST,SCHENECTADY,NY,12304,GENERAL ACUTE CARE,42.80485019,-73.9157910069999,http://www.ellismedicine.org/locations/ellis-health-center.aspx,65,-999,0.34818589384088400,0,7.180.117.41,138,118,-2.157672350407910,No
V COVINTON LLC DBA LAKE BEHAVIORAL HOSPITAL,2615 WASHINGTON ST,WAUKEGAN,IL,60085,PSYCHIATRIC,42.35842711,-87.866653796,http://www.vistahealth.com,139,67,0.09150773669504700,0,32.82.44.242,104,84,0.7056886756037590,No
SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,98065,CRITICAL ACCESS,47.512720142,-121.885762935,snoqualmiehospital.org,68,25,0.8212276945487670,0,21.149.96.102,90,70,0.5840832350294850,No
OTTOWA REGIONAL HOSPITAL AND HEALTHCARE CENTER DBA OSF SAINT ELIZABETH MEDICAL CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,GENERAL ACUTE CARE,41.357701653,-88.824413266,http://www.ottawaregional.org,59,90,0.1162703739467230,1,24.138.115.217,38,18,8.752579631417810,Yes
ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,GENERAL ACUTE CARE,41.3288685740001,-89.124333749,http://www.ivch.org,51,56,0.012345747801847400,1,41.197.43.1,139,119,0.6070132100353770,No
ELLIS HOSPITAL BELLEVUE WOMAN'S CARE CENTER DIVISION,2210 TROY SCHENECTADY RD,NISKAYUNA,NY,12309,WOMEN,42.7927689850001,-73.878954716,http://www.bellevuewoman.org/locations/bellevue-womans-center.aspx,99,55,0.9457395908902460,1,110.85.175.187,25,5,109.87286979544500,Yes
MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BLVD,BALTIMORE,MD,21239,GENERAL ACUTE CARE,39.3583957820001,-76.5872828239999,http://www.goodsam-md.org,130,287,0.23147995670883200,0,238.37.236.94,156,136,1.1243364316416100,Yes
SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,MD,21229,GENERAL ACUTE CARE,39.272769909,-76.672119105,http://www.stagnes.org,123,344,0.9078455684381210,0,129.150.160.152,136,116,2.0261582182261900,Yes
MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,GENERAL ACUTE CARE,39.329040299,-76.6147393489999,http://www.unionmemorial.org,69,238,0.324458258983076,1,18.5.250.239,18,-2,2053.4122291294900,Yes
EXETER HOSPITAL,5 ALUMNI DRIVE,EXETER,NH,3833,GENERAL ACUTE CARE,42.9826630900001,-70.935558339,http://www.ehr.org,89,100,0.017184427758782600,1,116.213.225.33,128,108,0.8901079889136850,No
ST CHARLES HOSPITAL AND REHABILITATION CENTER,200 BELLE TERRE RD,PORT JEFFERSON,NY,11507,GENERAL ACUTE CARE,40.9466312260001,-73.060963223,http://www.stcharles.org/,47,243,0.34957818353316600,0,138.73.179.229,55,35,4.836421744827810,Yes
FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,GENERAL ACUTE CARE,38.4221510450001,-83.7515453089999,http://www.flemingcountyhospital.org,100,52,0.8228357191989980,0,20.8.244.109,168,148,0.5301176404614420,No
BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,GENERAL ACUTE CARE,38.018805193,-84.511857714,https://www.baptisthealth.com/lexington/pages/default.aspx,54,391,0.1050958952459980,1,93.244.30.89,60,40,7.150672947623000,Yes
CAYUGA MEDICAL CENTER,101 DATES DR,ITHACA,NY,14850,GENERAL ACUTE CARE,42.4689850720001,-76.537484161,http://www.cayugamed.org/,51,212,0.6248922577619700,1,197.184.191.221,130,110,1.2592229883851200,Yes
CATSKILL REGIONAL MEDICAL CENTER GROVER M. HERMAN HOSPITAL,8881 ROUTE 97,CALLICOON,NY,12723,CRITICAL ACCESS,41.7402919310001,-75.047415509,http://www.crmcny.org,142,15,0.448159155416719,0,181.102.205.6,197,177,0.2580736407170740,No
GLENS FALLS HOSPITAL,100 PARK ST,GLENS FALLS,NY,12801,GENERAL ACUTE CARE,43.3066293850001,-73.6463127439999,http://www.glensfallshospital.org,149,410,0.43342940378577400,1,120.73.51.190,185,165,1.8386614420214500,Yes
EASTERN STATE HOSPITAL,1350 BULL LEA RD,LEXINGTON,KY,40511,PSYCHIATRIC,38.082924061,-84.4979543379999,http://ukhealthcare.uky.edu/esh/,145,195,0.22820394256671400,0,99.253.42.45,12,-8,221.01253947128300,Yes
NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,MOUNT KISCO,NY,10549,GENERAL ACUTE CARE,41.1970540820001,-73.725700752,http://www.nwhc.net,143,145,0.19094599900572100,0,9.3.86.7,123,103,1.0727093082972800,Yes
CALVARY HOSPITAL,1740 EASTCHESTER RD,BRONX,NY,10461,LONG TERM CARE,40.847989887,-73.8439416259999,http://www.calvaryhospital.org,115,225,0.46569171162966900,1,186.152.245.76,100,80,2.7543302308148300,Yes
DEER'S HEAD CENTER,315 DEER'S HEAD HOSPITAL ROAD,SALISBURY,MD,21802,CHRONIC DISEASE,38.3822985630001,-75.595719802,http://www.deershead.org,108,81,0.08433904798909750,0,91.210.45.133,139,119,0.35104601576772900,No
HARRISON MEMORIAL HOSPITAL,1210 KENTUCKY HIGHWAY 36 EAST,CYNTHIANA,KY,41031,GENERAL ACUTE CARE,38.3839687290001,-84.277686455,http://www.harrisonmemhosp.com,126,61,0.4381530857193840,0,30.228.105.36,54,34,3.543471006527510,Yes
HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH ST,NEW YORK,NY,10021,SPECIAL,40.764923384,-73.952314852,http://www.hss.edu,132,215,0.10828764282808000,0,225.26.13.124,82,62,3.745611043058160,Yes
METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,NEW YORK,NY,10029,GENERAL ACUTE CARE,40.78492694,-73.944530229,http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml,84,338,0.5178625196325120,0,104.95.120.163,50,30,16.032264593149600,Yes
NEW YORK EYE AND EAR INFIRMARY,310 E 14TH ST,NEW YORK,NY,10003,SPECIAL,40.7318530630001,-73.98448331,http://www.nyee.edu,142,69,0.22671242244388500,0,191.185.172.156,196,176,0.2715109116351650,No
MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,10001,GENERAL ACUTE CARE,40.7897675310001,-73.9532142739999,http://www.mountsinai.org,135,1144,0.006460891540434940,1,102.171.192.212,57,37,56.909366311365500,Yes
QUEENS HOSPITAL CENTER,82-68 164TH ST,JAMAICA,NY,11432,GENERAL ACUTE CARE,40.7170722130001,-73.8045561919999,http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml,98,247,0.20975553561190000,0,134.3.59.116,10,-10,121.13487776780600,Yes
MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,GENERAL ACUTE CARE,37.727445549,-89.220592531,http://www.sih.net,101,159,0.8966620423088170,1,129.71.102.105,23,3,893.1149976878210,Yes
IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,GENERAL ACUTE CARE,40.7656018870001,-87.7325174809999,http://www.iroquoismemorial.com,147,84,0.6827153495235900,1,114.159.5.241,56,36,5.6052465636506800,Yes
TRIGG COUNTY HOSPITAL INC.,254 MAIN STREET,CADIZ,KY,42211,GENERAL ACUTE CARE,36.866340232,-87.8215387819999,http://www.trigghospital.org,123,25,0.004769090982623010,0,85.209.137.11,10,-10,15.377384545491300,Yes
SOUTHERN KENTUCKY REHABILITATION HOSPITAL,1300 CAMPBELL LANE,BOWLING GREEN,KY,42104,REHABILITATION,36.9570388130001,-86.44648889,http://www.skyrehab.com,72,60,0.24369178583726400,1,12.184.224.172,157,137,0.7369292750913640,No
LONG ISLAND JEWISH FOREST HILLS HOSPITAL,102-01 66 ROAD,FOREST HILLS,NY,11375,GENERAL ACUTE CARE,40.7289946700001,-73.8515067069999,https://www.northwell.edu/find-care/locations/long-island-jewish-forest-hills,58,222,0.1219117409195050,1,232.24.224.93,185,165,0.7974296996608550,No
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,GENERAL ACUTE CARE,40.6995226670001,-73.942378984,http://www.nyc.gov/html/hhc,74,388,0.21775898517757400,0,216.65.254.135,76,56,4.686685615037770,Yes
MILLARD FILLMORE SUBURBAN HOSPITAL,1540 MAPLE RD,WILLIAMSVILLE,NY,14209,GENERAL ACUTE CARE,42.9940394830001,-78.730238291,http://www.kaleidahealth.org/suburban/,41,265,0.9795896963841330,1,213.229.189.103,125,105,1.482538612364400,Yes
ALBANY MEMORIAL HOSPITAL,600 NORTHERN BLVD,ALBANY,NY,12204,GENERAL ACUTE CARE,42.674183365,-73.7486749989999,http://www.nehealth.com/medical_care/amh/,72,165,0.7886442863762670,0,244.128.191.33,191,171,0.5974615707042920,No
KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,GENERAL ACUTE CARE,40.6594404510001,-73.933545308,http://www.kingsbrook.org/,145,303,0.12698485510817000,1,25.42.124.189,102,82,3.830520981985970,Yes
LENOX HEALTH GREENWICH VILLAGE,30 SEVENTH AVENUE,NEW YORK,NY,10011,GENERAL ACUTE CARE,40.737739913,-74.000744566,NOT AVAILABLE,141,-999,0.6834635791202340,1,138.27.157.94,65,45,-33.93826821043990,No
LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVE,NEW HYDE PARK,NY,11040,GENERAL ACUTE CARE,40.7543432750001,-73.70810636,https://www.northwell.edu/find-care/locations/long-island-jewish-medical-center,107,1025,0.4833814080911170,1,216.247.71.139,110,90,7.511752432440620,Yes
MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,GENERAL ACUTE CARE,40.9128983590001,-73.8405620029999,http://montefiorehs.org/landing.cfm?id=17,46,176,0.6726946141320430,0,241.87.27.40,28,8,63.58634730706600,Yes
MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,CRITICAL ACCESS,37.1641059790001,-83.378583855,http://www.frontiernursing.org,100,25,0.7859015551722370,0,73.181.131.106,13,-7,25.903154859218800,Yes
MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,GENERAL ACUTE CARE,40.7682950600001,-73.9248843399999,http://www.mshq.org/,63,228,0.19882477153724700,0,82.186.51.165,91,71,1.5241297037610900,Yes
CROUSE HOSPITAL - COMMONWEALTH DIVISION,6010 EAST MALLOY ROAD,SYRACUSE,NY,13211,SPECIAL,43.098439038,-76.107389788,https://crouse.org,109,40,0.4405674533466920,1,239.79.104.182,35,15,10.409172615562200,Yes
ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,NY,13421,GENERAL ACUTE CARE,43.0777060140001,-75.65449007,www.oneidahealthcare.org,131,101,0.0514867894627864,0,122.74.119.136,138,118,0.5008583042401550,No
DOCTORS' COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,GENERAL ACUTE CARE,38.9826945360001,-76.865250396,http://www.dchweb.org,70,190,0.672273834548805,0,186.138.165.186,62,42,4.105978187115670,Yes
JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,GENERAL ACUTE CARE,40.939067402,-73.054398506,http://www.matherhospital.org/,102,248,0.3212408373816460,0,133.126.151.34,111,91,1.687972187800830,Yes
ST. PETER'S ADDICTION RECOVERY CENTER,3 MERCYCARE LANE,GUILDERLAND,NY,12084,REHABILITATION,42.699627551,-73.9052246059999,http://www.sphcs.org/inpatientrehabilitation,51,40,0.9839740839872710,1,47.205.123.21,161,141,1.0432923083283300,Yes
MEMORIAL HOSPITAL ASSOCIATION,1454 NORTH COUNTY ROAD 2050,CARTHAGE,IL,62321,CRITICAL ACCESS,40.407996805,-91.113265025,http://www.mhtlc.org,106,18,0.5505143677334860,0,33.42.8.200,107,87,0.40129761192857400,No
ADVOCATE EUREKA HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,CRITICAL ACCESS,40.721389861,-89.271586429,http://www.advocatehealth.com/eureka/,120,18,0.1949131654844410,0,232.217.74.138,35,15,4.89745658274222,Yes
VAN MATRE ENCOMPAS HEALTH REHABILITATION HOSPITAL LLC DBA VAN MATRE,950 S. MULFORD ROAD,ROCKFORD,IL,61108,REHABILITATION,42.258548542,-88.9971555979999,http://www.healthsouth.com,76,50,0.25572741958157200,1,133.115.24.89,34,14,10.321741260811200,Yes
THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,GENERAL ACUTE CARE,43.1929183840001,-77.705150905,https://www.rochesterregional.org/locations/hospitals/unity-hospital/,51,311,0.9641184098636910,1,34.38.31.118,107,87,2.0298198073892400,Yes
HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,GENERAL ACUTE CARE,37.8010121,-89.026313269,http://www.sih.net,109,114,0.1695807690659150,0,32.163.57.231,155,135,0.4256957343271960,No
THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,89 GENESEE STREET,ROCHESTER,NY,14611,PSYCHIATRIC,43.148695284,-77.637099746,https://www.rochesterregional.org/locations/rochester/unity-psychiatric-emergency-center-and-inpatient-mental-health-services/,130,40,0.27200937304226100,0,64.165.37.242,60,40,1.7610046865211300,Yes
MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,GENERAL ACUTE CARE,38.3021376340001,-76.638270282,http://www.medstarstmarys.org,144,95,0.7799160591099840,0,163.253.192.17,40,20,17.489958029555000,Yes
