NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS RD.,SANTA ROSA,CA,95403,GENERAL ACUTE CARE,USA,38.4949592150001,-122.751871971,http://www.suttersantarosa.org/,145,84,0.9976411051090400,0,11.154.17.172,94,56.4,2.4133369249703900,Yes
SUNCOAST BEHAVIORAL HEALTH CENTER,4480 51ST ST W,BRADENTON,FL,34210,PSYCHIATRIC,USA,27.4597279560001,-82.612951427,http://www.psysolutions.com/,44,60,0.2746263708522200,0,236.72.50.129,96,57.600000000000000,0.5351719817224060,No
SELECT SPECIALITY HOSPITAL OF MIAMI,14001 NW 8ND AVE,MIAMI LAKES,FL,33016,LONG TERM CARE,USA,25.9003369210001,-80.3315233659999,http://www.promise-miami.com/,102,60,0.5644822660018000,0,180.42.207.213,75,45.0,1.7933522441120100,Yes
BAYLOR ST LUKES MEDICAL CENTER - MCNAIR CAMPUS,7200 CAMBRIDGE STREET,HOUSTON,TX,77030,GENERAL ACUTE CARE,USA,29.69898929,-95.3940632379999,https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-center-mcnair-campus?utm_source=localsearch&utm_medium=facility&utm_campaign=chitexas&utm_term=baylorstlukesmedicalcentermcnaircampus,99,30,0.9454946361714860,0,134.111.214.198,24,14.400000000000000,7.6342056514190800,Yes
"ALTUS HOUSTON HOSPITAL, CELESTIAL HOSPITAL, ODYSSEY HOSPITAL",6011 W SAM HOUSTON PKWY SOUTH,HOUSTON,TX,77072,GENERAL ACUTE CARE,USA,29.7117075100001,-95.5557089,NOT AVAILABLE,144,10,0.6540233757383510,0,206.206.164.251,65,39.0,0.8003844689342640,No
GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GENERAL ACUTE CARE,USA,39.0139057800001,-96.8508922029999,http://www.gchks.org,52,92,0.29122153716333000,0,180.253.171.163,124,74.4,0.5777416507645760,No
IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,MILITARY,USA,41.6637023010001,-91.548488514,http://www.iowacity.va.gov/,91,93,0.9562987480462400,0,215.13.91.208,64,38.4,3.3478189703772900,Yes
"SOUTH PLAINS REHAB HOSPITAL, AN AFFILIATE OF UMC AND ENCOMPASS",5406 COLGATE STREET,LUBBOCK,TX,79416,SPECIAL,USA,33.60288984,-101.928458374,NOT AVAILABLE,75,40,0.6100557281437250,1,55.212.165.130,192,115.20000000000000,0.918055931201492,No
NEA BAPTIST MEMORIAL HEALTH,4800 E JOHNSON AVE,JONESBORO,AR,72401,GENERAL ACUTE CARE,USA,35.866829368,-90.636514314,http://www.neabaptist.com,43,181,0.2950537360639900,1,75.20.101.209,167,100.2,1.0351249254102500,Yes
PIKE COUNTY MEMORIAL HOSPITAL,315 EAST 13TH STREET,MURFREESBORO,AR,71958,GENERAL ACUTE CARE,USA,34.070946221,-93.686839392,NOT AVAILABLE,63,32,0.9328352270560710,1,241.112.216.41,118,70.8,1.1675092538612700,Yes
BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,GENERAL ACUTE CARE,USA,36.342103326,-92.3965442099999,http://www.baxterregional.org,112,268,0.3919905811085920,1,106.187.45.100,108,64.8,4.270145572523510,Yes
FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,CRITICAL ACCESS,USA,36.3829008770001,-91.810307945,http://www.fultoncountyhospital.org,140,25,0.8715934348001930,1,255.248.196.97,105,63.0,1.3767138249838700,Yes
ST. MARY'S REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,GENERAL ACUTE CARE,USA,35.283555461,-93.150077965,http://www.saintmarysregional.com,93,170,0.47806470890128500,0,255.207.82.148,83,49.8,3.4264809439895200,Yes
ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GENERAL ACUTE CARE,USA,36.0519443060001,-90.498457036,http://www.arkansasmethodist.org,98,129,0.0034521821108864900,0,158.202.9.162,185,111.0,0.5147526311090100,No
WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72501,GENERAL ACUTE CARE,USA,35.767869262,-91.6345909839999,http://www.whiteriverhealthsystem.com,81,199,0.42217013513426200,1,79.219.81.5,86,51.6,3.738059107588760,Yes
ST LUKE HOSPITAL,535 SOUTH FREEBRON,MARION,KS,66861,GENERAL ACUTE CARE,USA,38.34268709,-97.0105083349999,http://www.slhmarion.org,56,37,0.5367657623361150,1,125.120.38.45,148,88.8,0.8997642625494390,No
SOUTHCOAST BEHAVIORAL HEALTH,581 FAUNCE CORNER ROAD,DARTMOUTH,MA,2747,PSYCHIATRIC,USA,41.6727471410001,-70.984713829,http://www.southcoastbehavioral.com/,46,120,0.6324085187742800,0,9.116.98.244,150,90.0,0.6569450001278810,No
REGENCY HOSPITAL OF NORTHWEST ARKANSAS,1125 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,72701,GENERAL ACUTE CARE,USA,36.077767684,-94.158409241,http://www.regencyhospital.com,101,25,0.0399014466961739,0,215.138.107.32,116,69.6,0.2805738241540060,No
WASHINGTON REGIONAL MEDICAL CENTER,3215 NORTH NORTHHILLS BOULEVARD,FAYETTEVILLE,AR,72703,GENERAL ACUTE CARE,USA,36.1092826170001,-94.160051564,http://www.wregional.com,52,366,0.5621172942039770,0,190.210.138.143,111,66.6,2.4264472789771100,Yes
NORTHWEST MEDICAL CENTER - BENTONVILLE,3000 MEDICAL CENTER PARKWAY,BENTONVILLE,AR,72712,GENERAL ACUTE CARE,USA,36.339906334,-94.191356904,http://www.northwesthealth.com/pages/home.aspx,94,128,0.9916861286394580,0,23.232.223.17,12,7.200000000000000,10.0,Yes
ST. MARY - ROGERS MEMORIAL HOSPITAL,1200 WEST WALNUT STREET,ROGERS,AR,72756,GENERAL ACUTE CARE,USA,36.3331553250001,-94.134007821,http://www.bentoncountyar.gov/bcadminsecond.aspx?m=hdhealthservice,55,165,0.7528026414639400,0,66.83.173.180,37,22.2,9.583243297844220,Yes
ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY,13818 NORTH THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,LONG TERM CARE,USA,33.6090404060001,-112.298460827,NOT AVAILABLE,86,-999,0.4620621551239100,0,145.179.171.84,152,91.20000000000000,0.0,No
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON,1921 WEST HOSPITAL DRIVE,TUCSON,AZ,85704,REHABILITATION,USA,32.3185910290001,-111.008469286,NOT AVAILABLE,126,60,0.5606082168831140,1,50.211.80.110,12,7.200000000000000,10.0,Yes
THE MEDICAL CENTER AT ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,GENERAL ACUTE CARE,USA,36.6981876250001,-85.147554934,http://www.clintoncountyhospital.com,130,42,0.16293699118216700,1,169.246.144.81,181,108.6,0.8129429113089590,No
JANE TODD CRAWFORD MEMORIAL HOSPITAL,202-206 MILBY STREET,GREENSBURG,KY,42743,CRITICAL ACCESS,USA,37.2428699220001,-85.494790913,NOT AVAILABLE,99,35,0.09829209460478640,0,255.228.173.63,172,103.2,0.21181843778373400,No
NICHOLAS COUNTY HOSPITAL,2323 CONCRETE RD.,CARLISLE,KY,40311,GENERAL ACUTE CARE,USA,38.315903201,-84.0593476559999,http://www.johnsonmathers.org,146,18,0.00782770407794331,1,187.17.58.254,174,104.40000000000000,0.624471389362264,No
HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,GENERAL ACUTE CARE,USA,33.949722756,-93.880549176,NOT AVAILABLE,127,20,0.5453303459807450,1,45.163.208.102,37,22.2,3.349566398540250,Yes
ST. ELIZABETH OWEN,330 ROLAND AVE.,OWENTON,KY,40359,CRITICAL ACCESS,USA,38.542398758,-84.841139431,http://www.stelizabeth.com/,42,25,0.15971858924388500,1,148.202.77.201,100,60.0,0.7256926279552760,No
ST. ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BOSTON,MA,2135,GENERAL ACUTE CARE,USA,42.3487000000001,-71.1485,https://www.semc.org/,109,252,0.6383205761497870,0,172.6.211.18,28,16.800000000000000,10.0,Yes
NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,MILITARY,USA,42.3496000000001,-72.6824,http://www.centralwesternmass.va.gov/,142,-999,0.20463294632902900,1,252.88.12.82,89,53.4,0.0,No
LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,GENERAL ACUTE CARE,USA,42.6472000000001,-71.3421,http://www.lowellgeneral.org,79,239,0.477145923540069,1,226.76.200.254,30,18.0,10.0,Yes
TAUNTON STATE HOSPITAL,"60 HODGES AVE, BOX 151",TAUNTON,MA,2780,PSYCHIATRIC,USA,41.912671539,-71.1022058839999,http://www.mass.gov/eohhs/gov/departments/dmh/,134,45,0.7966518547811020,1,182.126.227.80,148,88.8,1.2806761830516200,Yes
TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,1876,CHRONIC DISEASE,USA,42.607074197,-71.218223198,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/tewksbury-hospital.html,147,675,0.6951853515982270,1,233.151.192.176,152,91.20000000000000,6.812468887710470,Yes
UNIVERSITY OF MD CHARLES REGIONAL MEDICAL CENTER,5 GARRETT AVENUE,LA PLATA,MD,20646,GENERAL ACUTE CARE,USA,38.529313035,-76.972328281,http://charlesregional.org/,149,89,0.6952495049891720,0,34.252.53.251,138,82.8,1.314756424178870,Yes
MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,GENERAL ACUTE CARE,USA,39.154039723,-77.054702689,http://www.montgomerygeneral.com,50,114,0.3903917898593350,1,43.11.152.232,122,73.20000000000000,1.2270869636388000,Yes
LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,LAUREL,MD,20707,GENERAL ACUTE CARE,USA,39.0867962830001,-76.881207242,http://www.laurelregionalhospital.org/,87,137,0.0984173886913231,1,227.27.109.20,18,10.8,10.0,Yes
SAINT LUKE INSTITUTE,8901 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20903,PSYCHIATRIC,USA,39.002567964,-76.980022199,http://www.sli.org,45,47,0.45932888918311900,0,155.26.214.123,20,12.0,7.57341444459156,Yes
NORTHERN LIGHT ACADIA HOSPITAL,268 STILLWATER AVENUE,BANGOR,ME,4401,PSYCHIATRIC,USA,44.8204961800001,-68.76325313,http://www.acadiahospital.org,115,100,0.39708240236423400,0,102.84.166.91,13,7.8,10.0,Yes
AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION,3 GREEN STREET,FORT FAIRFIELD,ME,4742,GENERAL ACUTE CARE,USA,46.773344095,-67.8378974729999,http://www.tamc.org/,122,16,0.5459747744001420,0,232.77.66.38,181,108.6,0.35574161054829300,No
NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,BLUE HILL,ME,4614,CRITICAL ACCESS,USA,44.411480426,-68.5871750539999,http://www.bhmh.org,59,25,0.5752575016614180,1,84.52.62.34,54,32.4,1.4901702841335600,Yes
CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,CALAIS,ME,4619,CRITICAL ACCESS,USA,45.1775892900001,-67.2680157139999,http://www.calaishospital.com,97,25,0.8925475587471420,1,79.138.13.100,152,91.20000000000000,1.0920518072283000,Yes
CHARLES A DEAN MEMORIAL HOSPITAL,364 PRITHAM AVENUE,GREENVILLE,ME,4441,CRITICAL ACCESS,USA,45.458875951,-69.6113312849999,http://www.cadean.org,102,23,0.5328223598656700,1,228.74.180.184,170,102.0,0.8791562779720510,No
MERCY WESTBROOK,40 PARK ROAD,WESTBROOK,ME,4092,GENERAL ACUTE CARE,USA,43.6878854500001,-70.3569291009999,http://www.mercyhospitalstories.org/cms/,40,30,0.3572140089346600,0,216.23.76.43,70,42.0,0.5187430588890990,No
SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,CRITICAL ACCESS,USA,43.8341880770001,-83.2781900099999,http://www.scheurer.org,91,25,0.9457458256843880,1,47.119.108.31,46,27.600000000000000,2.4661253808111100,Yes
HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,MI,48441,CRITICAL ACCESS,USA,43.8426626310001,-82.652115684,http://www.hbch.org,140,15,0.5961262118469390,0,156.82.114.215,188,112.8,0.38058536335518800,No
SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,CRITICAL ACCESS,USA,42.9931309020001,-84.555135858,http://www.sparrow.org/sparrowclinton,108,25,0.999110075750108,0,119.60.103.106,60,36.0,1.5412217045417200,Yes
PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,MI,49635,CRITICAL ACCESS,USA,44.636781666,-86.243001073,http://www.munsonhealthcare.org,69,8,0.8732243190866530,0,251.156.55.249,193,115.8,0.45719436756680800,No
SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,GENERAL ACUTE CARE,USA,43.1755853780001,-84.8424181839999,http://www.sparrow.org/?sid=19&id=2044,147,61,0.026815209913335300,0,240.109.167.53,185,111.0,0.3772985229016400,No
SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,49412,GENERAL ACUTE CARE,USA,43.4648098590001,-85.950363125,http://www.spectrumhealth.org,110,25,0.24822980326490000,1,6.103.237.191,81,48.6,1.206258545047240,Yes
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,GENERAL ACUTE CARE,USA,43.6938847060001,-85.474927527,http://www.mcmcbr.com,74,69,0.23621527880928400,1,206.168.135.112,18,10.8,10.0,Yes
SPECTRUM HEALTH REED CITY CAMPUS,"300 N PATTERSON, PO BOX 75",REED CITY,MI,49677,CRITICAL ACCESS,USA,43.8784617310001,-85.521292064,http://www.reedcity.spectrum-health.org,42,25,0.8968499359467180,0,6.150.93.21,166,99.6,0.5013475014808830,No
MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,GENERAL ACUTE CARE,USA,43.8209649820001,-84.769047458,http://www.midmichigan.org,44,49,0.35836832221372200,0,10.212.165.181,178,106.8,0.2736938330057510,No
THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,GENERAL ACUTE CARE,USA,41.9354076650001,-85.6479256119999,http://www.threerivershealth.org,54,60,0.4015321227366760,0,74.249.145.48,139,83.4,0.4336732607886580,No
"COVENANT MEDICAL CENTER, COOPER",700 COOPER,SAGINAW,MI,48602,GENERAL ACUTE CARE,USA,43.4297858460001,-83.953001978,http://www.covenanthealthcare.com/main/home.aspx,74,290,0.1565499267000640,0,192.206.19.76,30,18.0,10.0,Yes
"COVENANT MEDICAL CENTER, MICHIGAN",515 N. MICHIGAN AVE.,SAGINAW,MI,48602,GENERAL ACUTE CARE,USA,43.4208002010001,-83.9602918419999,http://www.covenanthealthcare.com/main/home.aspx,40,56,0.4906056369205590,0,223.171.20.196,89,53.4,0.6380702860920320,No
HUTZEL WOMEN'S HOSPITAL,3980 JOHN R,DETROIT,MI,48201,GENERAL ACUTE CARE,USA,42.3511369180001,-83.05585797,http://www.harperhospital.org,73,114,0.4049597097697690,0,252.83.12.202,54,32.4,4.166243000746800,Yes
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,GENERAL ACUTE CARE,USA,46.498080874,-84.350551184,http://www.warmemorialhospital.org,43,82,0.27657827777879300,0,241.33.254.56,144,86.4,0.3744591920444030,No
BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,MI,49946,GENERAL ACUTE CARE,USA,46.7317895240001,-88.4250041349999,http://www.bcmh.org,94,15,0.14841225573628300,1,105.125.104.180,86,51.6,0.838988893326948,No
ST JOSEPH MERCY HOSPITAL-SALINE,400 W RUSSELL ST,SALINE,MI,48176,GENERAL ACUTE CARE,USA,42.1672316230001,-83.790884572,http://www.stjoeshealth.org/saline,83,-999,0.29018850610276400,1,244.150.3.132,157,94.20000000000000,0.0,No
LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER,6418 DEANS HILL RD,BERRIEN CENTER,MI,49102,LONG TERM CARE,USA,41.955457562,-86.3010967499999,http://www.lakelandhealth.org,77,183,0.3010465048911000,1,26.67.225.20,118,70.8,2.056070030191410,Yes
SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,BENSON,MN,56215,CRITICAL ACCESS,USA,45.314357209,-95.609037888,http://www.scbh.org,82,31,0.7376645153357480,0,234.38.151.240,161,96.6,0.5050367079419970,No
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DR,JEFFERSON CITY,MO,65109,GENERAL ACUTE CARE,USA,38.5586981870001,-92.22156912,https://www.ssmhealth.com/locations/st-marys-hospital-jefferson-city?utm_id=gmb18-13,145,154,0.5695861688567970,0,140.193.223.27,22,13.2,10.0,Yes
NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE NORTH,NORTH KANSAS CITY,MO,64116,GENERAL ACUTE CARE,USA,39.1489875820001,-94.551161615,http://www.nkch.org,111,451,0.5582825408251080,1,94.25.207.166,81,48.6,10.0,Yes
MOSAIC MEDICAL CENTER,705 N. COLLEGE STREET,ALBANY,MO,64402,CRITICAL ACCESS,USA,40.2527551530001,-94.324389074,https://www.mymosaiclifecare.org/main/location/albany-mo/mosaic-life-care-services-at-northwest-medical-center/,60,35,0.14209830848066700,1,127.112.119.226,40,24.0,2.393965820907,Yes
MISSOURI BAPTIST MEDICAL CENTER,3015 NORTH BALLAS ROAD TOWN,ST. LOUIS,MO,63131,GENERAL ACUTE CARE,USA,38.6363666550001,-90.446772347,https://www.missouribaptist.org/,88,489,0.539309416137993,0,59.150.91.105,50,30.0,10.0,Yes
LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEE'S SUMMIT,MO,64063,GENERAL ACUTE CARE,USA,38.9036348540001,-94.33298166,http://www.leessummitmedicalcenter.com,47,64,0.5550651521897590,0,228.205.205.74,151,90.6,0.46076040723289000,No
CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,CRITICAL ACCESS,USA,38.66507203,-94.377496746,http://www.cassregional.org,138,35,0.515128417880147,0,142.184.224.199,115,69.0,0.7648105857516680,No
PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,O'FALLON,MO,63368,GENERAL ACUTE CARE,USA,38.7159526620001,-90.698142494,https://www.progresswest.org/,83,76,0.5336805715489100,0,43.153.73.238,162,97.2,0.6006732041981370,No
CAPITAL REGION MEDICAL CENTER,1125 MADISON,JEFFERSON CITY,MO,65101,GENERAL ACUTE CARE,USA,38.565792362,-92.1817925239999,http://www.crmc.org,94,114,0.25755413266514100,1,146.69.246.141,137,82.20000000000000,1.4217512968900500,Yes
SCOTLAND COUNTY HOSPITAL,450 E. SIGLER AVENUE,MEMPHIS,MO,63555,CRITICAL ACCESS,USA,40.4647753900001,-92.164951494,http://www.scotlandcountyhospital.com,84,25,0.24601388606281900,0,166.43.97.58,157,94.20000000000000,0.2413349347011190,No
SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,1465 SOUTH GRAND BOULEVARD,ST. LOUIS,MO,63104,GENERAL ACUTE CARE,USA,38.6217249100001,-90.2391038929999,https://www.ssmhealth.com/locations/location-details/costas-center-cardinal-glennon-childrens-hospital?utm_id=gmb18-13,109,195,0.29082372639703300,0,7.151.62.166,90,54.0,3.7899591883014000,Yes
MERCY ST. FRANCIS HOSPITAL,100 WEST HIGHWAY 60,MOUNTAIN VIEW,MO,65548,CRITICAL ACCESS,USA,37.0024386100001,-91.703233213,https://www.mercy.net/practice/mercy-st-francis-hospital,146,25,0.7581083049313630,1,148.32.36.104,24,14.400000000000000,9.680172979626180,Yes
COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65616,GENERAL ACUTE CARE,USA,36.650610079,-93.22186944,www.coxhealth.com/,98,157,0.2950924869551500,0,210.156.138.107,153,91.8,1.0604192600286600,Yes
NORTHEAST REGIONAL MEDICAL CENTER,315 SOUTH OSTEOPATHY,KIRKSVILLE,MO,63501,GENERAL ACUTE CARE,USA,40.193511938,-92.5890641029999,http://www.nermc.com,104,93,0.31555644298166100,1,112.0.251.48,29,17.4,10.0,Yes
"LANDMARK HOSPITAL OF COLUMBIA, LLC",604 OLD HWY 63 N,COLUMBIA,MO,65201,GENERAL ACUTE CARE,USA,38.957989936,-92.311312324,http://www.landmarkhospitals.com,119,42,0.18798121011746100,1,74.103.37.251,13,7.8,10.0,Yes
METROPOLITAN ST. LOUIS PSYCHIATRIC CENTER,5351 DELMAR BLVD.,ST. LOUIS,MO,63112,PSYCHIATRIC,USA,38.6540115620001,-90.2763011219999,http://www.dmh.missouri.gov/mpc,71,50,0.18490854515433800,0,49.55.45.54,32,19.2,4.907449932299390,Yes
PERRY POINT VA MEDICAL CENTER,VA MEDICAL CENTER,PERRY POINT,MD,21902,MILITARY,USA,39.5499350000001,-76.062922,https://www.maryland.va.gov/locations/perry_point_va_medical_center.asp,49,100,0.751857868979268,0,64.109.128.29,93,55.8,1.162789329397200,Yes
OSCAR G. JOHNSON VA MEDICAL CENTER,325 E H ST,IRON MOUNTAIN,MI,49801,MILITARY,USA,45.8102967900001,-88.061545485,http://www.ironmountain.va.gov/,141,17,0.042298312845698300,1,209.179.35.116,125,75.0,0.7342158230895160,No
PIKE COUNTY MEMORIAL HOSPITAL,2305 GEORGIA STREET,LOUISIANA,MO,63353,CRITICAL ACCESS,USA,39.440664381,-91.0647806649999,http://www.pcmh-mo.org,53,25,0.756978224340629,0,151.169.62.51,74,44.4,0.7145515259354310,No
SOUTHEASTHEALTH,1701 LACEY STREET,CAPE GIRARDEAU,MO,63701,GENERAL ACUTE CARE,USA,37.3107343400001,-89.5398458189999,http://www.sehealth.org/,110,263,0.5106170464618400,0,223.156.100.78,84,50.4,5.949831702873150,Yes
LANDMARK HOSPITAL OF CAPE GIRARDEAU,3255 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63703,LONG TERM CARE,USA,37.3078794620001,-89.5758391689999,http://www.landmarkhospitals.com,53,30,0.11322607233095600,1,137.154.95.253,44,26.4,1.6972810802426100,Yes
LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,GENERAL ACUTE CARE,USA,38.120630588,-92.683043486,http://www.lakeregional.com,66,116,0.30168577329009400,0,255.96.235.11,103,61.8,1.153136536690610,Yes
BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901,GENERAL ACUTE CARE,USA,36.772145623,-90.457551323,http://blackrivermedical.com/,68,8,0.7117560637717660,1,14.200.167.71,140,84.0,0.8944267847203500,No
POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,2620 NORTH WESTWOOD BOULEVARD,POPLAR BLUFF,MO,63901,GENERAL ACUTE CARE,USA,36.78558106,-90.426125503,http://www.poplarbluffregional.com/locations/poplar-bluff-rmc-westwood,150,38,0.755423762790296,1,173.178.58.225,95,57.0,1.7549048638512900,Yes
CHEYENNE RIVER HOSPITAL,24276 AIRPORT RD,EAGLE BUTTE,SD,57625,GENERAL ACUTE CARE,USA,44.991738631,-101.244010513,https://www.ihs.gov/greatplains/healthcarefacilities/cheyenneriver/,144,8,0.8409652028733320,0,44.25.103.166,163,97.8,0.4807031592295820,No
JASPER GENERAL HOSPITAL,15-A SOUTH 6TH STREET,BAY SPRINGS,MS,39422,GENERAL ACUTE CARE,USA,31.9770290120001,-89.291318491,www.jaspergeneralhospital.com/,91,16,0.7191988605569140,0,86.91.79.153,96,57.600000000000000,0.5790245845994450,No
WHITE FENCE SURGICAL SUITES,7272 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,SPECIAL,USA,40.086349786,-82.790474321,http://www.whitefencesurg.com/,80,-999,0.046357408568047200,0,5.88.168.246,121,72.6,0.0,No
NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,WINSTON-SALEM,NC,27103,GENERAL ACUTE CARE,USA,36.075550413,-80.2972871599999,https://www.novanthealth.org/forsyth-medical-center.aspx,92,919,0.11030886863280200,1,8.99.84.55,111,66.6,10.0,Yes
FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DRIVE,LOUISBURG,NC,27549,GENERAL ACUTE CARE,USA,36.1123061650001,-78.293533786,https://www.novanthealth.org/franklin-medical-center.aspx,43,83,0.721356462664985,1,34.77.31.90,127,76.20000000000000,1.1680094015503900,Yes
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,GENERAL ACUTE CARE,USA,35.4690744850001,-79.187204878,http://www.centralcarolinahosp.com,134,127,0.6342515967490980,0,219.12.87.169,161,96.6,1.2289776216495400,Yes
GRANVILLE HEALTH SYSTEM,1010 COLLEGE STREET,OXFORD,NC,27565,GENERAL ACUTE CARE,USA,36.326415689,-78.59335192,http://www.granvillemedical.com,52,142,0.8987687631460170,1,60.211.138.71,168,100.8,1.3127473193407100,Yes
CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,GENERAL ACUTE CARE,USA,35.210155172,-80.8210290919999,http://www.carolinashealthcare.org/cmc-mercy,55,305,0.7458938131348400,1,46.97.178.120,37,22.2,10.0,Yes
CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,GENERAL ACUTE CARE,USA,35.0920121830001,-80.871618187,https://www.carolinashealthcare.org/locations/carolinas-healthcare-system-pineville,86,206,0.34101710613694800,1,194.56.213.26,30,18.0,10.0,Yes
ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,FRANKLIN,NC,28744,GENERAL ACUTE CARE,USA,35.184661416,-83.3786889199999,http://www.angelmed.org,147,59,0.8188069719828370,0,23.166.40.112,154,92.4,0.9173235961842560,No
HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,HIGHLANDS,NC,28741,GENERAL ACUTE CARE,USA,35.0865865110001,-83.185891129,http://www.hchospital.org,93,24,0.1737079995775950,1,180.206.89.140,64,38.4,1.3436899372888000,Yes
WESLEY LONG COMMUNITY HOSPITAL,501 N ELAM AVENUE,GREENSBORO,NC,27403,GENERAL ACUTE CARE,USA,36.0834260610001,-79.825418581,http://www.conehealth.com/locations/wesley-long-hospital,69,175,0.6432210719603510,1,235.165.52.244,33,19.800000000000000,10.0,Yes
HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,GENERAL ACUTE CARE,USA,35.386010888,-83.2030013729999,http://www.myharrisregional.com/,138,86,0.04657397179403770,0,180.133.8.211,24,14.400000000000000,10.0,Yes
